_id,operator_registration_number,address,unit,postal_code,property_type,ward_number,ward_name,address_for_geocode,location,latitude,longitude,coordinates
4331770,STR-2305-FYRVHR,301 Grace St,,M6G,Single/Semi-detached House,11,University-Rosedale,"301 Grace St, Toronto, ON, Canada","301, Grace Street, Palmerston-Little Italy, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 2Y3, Canada",43.65940209235641,-79.41703025,
4331771,STR-2305-GGXVHS,21 Parravano Crt,,M2R,Single/Semi-detached House,18,Willowdale,"21 Parravano Crt, Toronto, ON, Canada","21, Parravano Court, Willowdale West, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2R 1K1, Canada",43.76806089276349,-79.43304441,
4331772,STR-2501-JFCSBZ,201 Hendon Ave,,M2M,Single/Semi-detached House,18,Willowdale,"201 Hendon Ave, Toronto, ON, Canada","201, Hendon Avenue, Newtonbrook West, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 2J2, Canada",43.7791861,-79.426545,
4331773,STR-2305-GHPHHS,251 Jarvis St,2104,M5B,Condominium,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4331774,STR-2305-FSRVHQ,12 York St,1107,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4331775,STR-2305-FZXVHR,14 York St,3104,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4331776,STR-2305-GJDVHS,99 Reiner Rd,,M3H,Single/Semi-detached House,6,York Centre,"99 Reiner Rd, Toronto, ON, Canada","99, Reiner Road, Clanton Park, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 2K2, Canada",43.7508221,-79.444649,
4331777,STR-2305-JFRVHZ,231 Fort York Blvd,215,M5V,Condominium,10,Spadina-Fort York,"231 Fort York Blvd, Toronto, ON, Canada","231, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 1A9, Canada",43.6365482,-79.4066264,
4331778,STR-2305-GSBHHT,209 Fort York Blvd,869,M5V,Condominium,10,Spadina-Fort York,"209 Fort York Blvd, Toronto, ON, Canada","Neptune North, 209, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.637063,-79.40452944,
4331779,STR-2305-GZHHHV,251 Jarvis St,1218,M5B,Condominium,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4331780,STR-2305-FLRVHP,173 Belsize Dr,,M4S,Single/Semi-detached House,12,Toronto-St. Paul's,"173 Belsize Dr, Toronto, ON, Canada","173, Belsize Drive, South Eglinton-Davisville, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M4S 2M6, Canada",43.7022524,-79.3884042,
4331781,STR-2305-FTXVHQ,1953 Dufferin St,,M6E,Single/Semi-detached House,9,Davenport,"1953 Dufferin St, Toronto, ON, Canada","1953, Dufferin Street, Corso Italia-Davenport, Davenport, York, Toronto, Golden Horseshoe, Ontario, M6E 3N4, Canada",43.68401760588235,-79.44520633,
4331782,STR-2305-GKKVHS,955 Bay St,426,M5S,Condominium,13,Toronto Centre,"955 Bay St, Toronto, ON, Canada","955, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 2S3, Canada",43.66455576470589,-79.38712488,
4331783,STR-2305-HJDVHW,29 Beverley St,,M5T,Single/Semi-detached House,10,Spadina-Fort York,"29 Beverley St, Toronto, ON, Canada","29, Beverley Street, Queen West, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5T 1X5, Canada",43.65067536363636,-79.39243355,
4331784,STR-2305-HRKVHX,10 Capreol Crt,745,M5V,Condominium,10,Spadina-Fort York,"10 Capreol Crt, Toronto, ON, Canada","Tower U, 10, Capreol Court, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4B3, Canada",43.6403625,-79.3960908,
4331785,STR-2305-FMJPHQ,401 Delaware Ave,Main,M6H,Single/Semi-detached House,9,Davenport,"401 Delaware Ave, Toronto, ON, Canada","401, Delaware Avenue, Dovercourt Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1Z6, Canada",43.6671671,-79.4302709,
4331786,STR-2305-HBQPHW,9 Canerouth Dr,,M9C,Apartment,2,Etobicoke Centre,"9 Canerouth Dr, Toronto, ON, Canada","9, Canerouth Drive, Eringate-Centennial-West Deane, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 1Y9, Canada",43.64729145605767,-79.58511637,
4331787,STR-2305-HSCPHY,30 Minto St,,M4L,Single/Semi-detached House,14,Toronto-Danforth,"30 Minto St, Toronto, ON, Canada","30, Minto Street, Greenwood-Coxwell, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4L 2P4, Canada",43.66363991962635,-79.32371693,
4331788,STR-2305-FMZBHQ,29 Esther Lorrie Dr,Basement,M9W,Single/Semi-detached House,1,Etobicoke North,"29 Esther Lorrie Dr, Toronto, ON, Canada","29, Esther Lorrie Drive, West Humber-Clairville, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9W 0C6, Canada",43.72968801129933,-79.57740507,
4331789,STR-2305-FWGBHR,29 Alton Ave,,M4L,Single/Semi-detached House,14,Toronto-Danforth,"29 Alton Ave, Toronto, ON, Canada","29, Alton Avenue, South Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4L 1C3, Canada",43.66481764833333,-79.32816296,
4331790,STR-2305-GDMBHS,33 Donald Ave,,M6M,Single/Semi-detached House,5,York South-Weston,"33 Donald Ave, Toronto, ON, Canada","33, Donald Avenue, Keelesdale-Eglinton West, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6M 3P1, Canada",43.686683933333335,-79.465995,
4331791,STR-2305-GLTBHT,518 Dufferin St,1,M6K,Single/Semi-detached House,9,Davenport,"518 Dufferin St, Toronto, ON, Canada","518, Dufferin Street, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1R3, Canada",43.6465058,-79.4304292,
4331792,STR-2305-HSTBHY,327 Coronation Dr,,M1E,Single/Semi-detached House,25,Scarborough-Rouge Park,"327 Coronation Dr, Toronto, ON, Canada","327, Coronation Drive, West Hill, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 2J3, Canada",43.76395359,-79.1752736,
4331793,STR-2305-GBQPHR,4 Bathgate Dr,,M1C,Single/Semi-detached House,25,Scarborough-Rouge Park,"4 Bathgate Dr, Toronto, ON, Canada","4, Bathgate Drive, Centennial Scarborough, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1C 1Z9, Canada",43.776799906924914,-79.15079953,
4331794,STR-2305-FPQPHQ,80 Western Battery Rd,603,M6K,Condominium,10,Spadina-Fort York,"80 Western Battery Rd, Toronto, ON, Canada","80, Western Battery Road, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada",43.63961405,-79.4145513,
4331795,STR-2305-FWWPHR,3 Cosburn Ave,303,M4K,Duplex/Triplex/Fourplex,14,Toronto-Danforth,"3 Cosburn Ave, Toronto, ON, Canada","3, Cosburn Avenue, Broadview North, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4K 2E4, Canada",43.68835956194723,-79.35492665,
4331796,STR-2305-HCWPHW,183 Oak Park Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"183 Oak Park Ave, Toronto, ON, Canada","183, Oak Park Avenue, Woodbine-Lumsden, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 5K6, Canada",43.6931005,-79.30975161,
4331797,STR-2305-GMZBHT,30 Gemshaw Cres,,M1B,Single/Semi-detached House,25,Scarborough-Rouge Park,"30 Gemshaw Cres, Toronto, ON, Canada","30, Gemshaw Crescent, Malvern East, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 1M4, Canada",43.80002285194637,-79.2124991,
4331798,STR-2305-HDMBHW,1194 Dufferin St,2,M6H,Single/Semi-detached House,9,Davenport,"1194 Dufferin St, Toronto, ON, Canada","1194, Dufferin Street, Dovercourt Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 4B5, Canada",43.6649969,-79.4377544,
4331799,STR-2305-GSVKVV,2 Bleecker St,,M4X,Townhouse/ Row House,13,Toronto Centre,"2 Bleecker St, Toronto, ON, Canada","2, Bleecker Street, Cabbagetown-South St.James Town, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4X 1X1, Canada",43.6640254,-79.372545,
4331800,STR-2305-FQWPHQ,328 Brock Ave,Upper,M6K,Single/Semi-detached House,9,Davenport,"328 Brock Ave, Toronto, ON, Canada","328, Brock Avenue, Brockton Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1B8, Canada",43.65133263333333,-79.43643267,
4331801,STR-2305-HFCPHW,63 Berkeley St,,M5A,Townhouse/ Row House,13,Toronto Centre,"63 Berkeley St, Toronto, ON, Canada","63, Berkeley Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 2W5, Canada",43.65251566923077,-79.36438871,
4331802,STR-2305-HMJPHX,67 Clubhouse Crt,,M3L,Single/Semi-detached House,7,Humber River-Black Creek,"67 Clubhouse Crt, Toronto, ON, Canada","67, Clubhouse Court, Glenfield-Jane Heights, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3L 1Y5, Canada",43.74356515,-79.4994788,
4331803,STR-2305-HVQPHY,494 Clinton St,B,M6G,Single/Semi-detached House,11,University-Rosedale,"494 Clinton St, Toronto, ON, Canada","494, Clinton Street, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 3B1, Canada",43.66770502941176,-79.41887937,
4331804,STR-2305-FJGBHP,105 Dowswell Dr,,M1B,Single/Semi-detached House,23,Scarborough North,"105 Dowswell Dr, Toronto, ON, Canada","105, Dowswell Drive, Malvern East, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 1B3, Canada",43.795739055030936,-79.22327427,
4331805,STR-2305-FYTBHR,117 Howard Park Ave,Upper,M6R,Duplex/Triplex/Fourplex,4,Parkdale-High Park,"117 Howard Park Ave, Toronto, ON, Canada","117, Howard Park Avenue, High Park-Swansea, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6R 1T2, Canada",43.65089212,-79.45309477,
4331806,STR-2305-HFTBHW,9 Rory Rd,,M6L,Single/Semi-detached House,5,York South-Weston,"9 Rory Rd, Toronto, ON, Canada","9, Rory Road, Maple Leaf, York South—Weston, North York, Toronto, Golden Horseshoe, Ontario, M6L 2S5, Canada",43.71942761353131,-79.48823795,
4331807,STR-2305-FSCPHQ,209 Fort York Blvd,564,M5V,Condominium,10,Spadina-Fort York,"209 Fort York Blvd, Toronto, ON, Canada","Neptune North, 209, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.637063,-79.40452944,
4331808,STR-2305-FZJPHR,2412 Danforth Ave,4,M4C,Apartment,19,Beaches-East York,"2412 Danforth Ave, Toronto, ON, Canada","2412, Danforth Avenue, East End-Danforth, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4C 1L1, Canada",43.68764217674418,-79.30504337,
4331809,STR-2305-GHQPHS,25 Madison Ave,E,M5R,Apartment,11,University-Rosedale,"25 Madison Ave, Toronto, ON, Canada","Madison Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 1V7, Canada",43.67376605397514,-79.40539537,
4331810,STR-2305-HWWPHY,11094 Sheppard Ave E,,M1B,Single/Semi-detached House,25,Scarborough-Rouge Park,"11094 Sheppard Ave E, Toronto, ON, Canada","11094, Sheppard Avenue East, West Rouge, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 4X3, Canada",43.802484395659874,-79.15401879,
4331811,STR-2305-JFCPHZ,524 Dufferin St,1,M6K,Single/Semi-detached House,9,Davenport,"524 Dufferin St, Toronto, ON, Canada","524, Dufferin Street, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1R3, Canada",43.646579200000005,-79.43050509,
4331812,STR-2305-FKMBHP,55 Shirley St,,M6K,Townhouse/ Row House,9,Davenport,"55 Shirley St, Toronto, ON, Canada","55, Shirley Street, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1S9, Canada",43.64788273333333,-79.43843707,
4331813,STR-2305-HQGBHX,300 Front St W,1609,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331814,STR-2305-FLCPHP,2212 Lake Shore Blvd W,1109,M8V,Condominium,3,Etobicoke-Lakeshore,"2212 Lake Shore Blvd W, Toronto, ON, Canada","2212, Lake Shore Boulevard West, Humber Bay Shores, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 0J2, Canada",43.622465250000005,-79.48243718,
4331815,STR-2305-GSCPHT,97 Oakcrest Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"97 Oakcrest Ave, Toronto, ON, Canada","97, Oakcrest Avenue, East End-Danforth, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 1K4, Canada",43.68382669456288,-79.30856121,
4331816,STR-2305-GZJPHV,21 Iceboat Ter,1712,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4331817,STR-2305-JGJPHZ,884 College St,Second Floor,M6H,Duplex/Triplex/Fourplex,9,Davenport,"884 College St, Toronto, ON, Canada","SP Lawyers Advogados, 884, College Street, Palmerston-Little Italy, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1A4, Canada",43.654084,-79.4248257,
4331818,STR-2305-FLTBHP,41 Dunkirk Rd,,M4C,Single/Semi-detached House,19,Beaches-East York,"41 Dunkirk Rd, Toronto, ON, Canada","41, Dunkirk Road, Danforth East York, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 4J2, Canada",43.69226371,-79.32065928,
4331819,STR-2305-GCGBHR,12 York St,4801,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4331820,STR-2305-GKMBHS,188 Cumberland St,1908,M5R,Condominium,11,University-Rosedale,"188 Cumberland St, Toronto, ON, Canada","Cumberland Street, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 1A8, Canada",43.66995591940939,-79.39269643,
4331821,STR-2305-GSTBHT,107 Riverdale Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"107 Riverdale Ave, Toronto, ON, Canada","107, Riverdale Avenue, North Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4K 1C2, Canada",43.66957634473684,-79.34860521,
4331822,STR-2305-HBBKVW,12 York St,3709,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4331823,STR-2305-HJHKVX,25 Rankin Cres,,M6P,Townhouse/ Row House,9,Davenport,"25 Rankin Cres, Toronto, ON, Canada","25, Rankin Crescent, Junction Triangle, Davenport, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.65830094,-79.44691507,
4331824,STR-2305-HYVKVZ,300 Front St W,2906,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331825,STR-2305-FMKXVQ,832 Bay St,3408,M5S,Condominium,11,University-Rosedale,"832 Bay St, Toronto, ON, Canada","Nando's, 832, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 3M4, Canada",43.6616716,-79.3863524,
4331826,STR-2305-GCXXVS,107 Searle Ave,,M3H,Single/Semi-detached House,6,York Centre,"107 Searle Ave, Toronto, ON, Canada","107, Searle Avenue, Bathurst Manor, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 2T5, Canada",43.7588483,-79.44712486,
4331827,STR-2305-GTKXVV,72 Dewson St,1,M6H,Duplex/Triplex/Fourplex,9,Davenport,"72 Dewson St, Toronto, ON, Canada","72, Dewson Street, Palmerston-Little Italy, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 2N9, Canada",43.65647966,-79.42674198,
4331828,STR-2305-HZKXVZ,29 Alma Ave,Laneway,M6J,Single/Semi-detached House,9,Davenport,"29 Alma Ave, Toronto, ON, Canada","29, Alma Avenue, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 3L2, Canada",43.64452325833333,-79.42924799,
4331829,STR-2305-FFVKVP,20 John St,224,M5V,Condominium,10,Spadina-Fort York,"20 John St, Toronto, ON, Canada","South Street Burger, 20, John Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6444924,-79.389066,
4331830,STR-2305-FPBKVQ,12 York St,501,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4331831,STR-2305-GVBKVV,132 Queensdale Ave,,M4J,Single/Semi-detached House,14,Toronto-Danforth,"132 Queensdale Ave, Toronto, ON, Canada","132, Queensdale Avenue, Danforth East York, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 1Y3, Canada",43.68784567419355,-79.32727734,
4331832,STR-2305-HCHKVW,55 Bremner Blvd,1504,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
4331833,STR-2305-JBBKVZ,33 Sackville St,2,M5A,Townhouse/ Row House,13,Toronto Centre,"33 Sackville St, Toronto, ON, Canada","33, Sackville Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 3E1, Canada",43.65437,-79.360135,
4331834,STR-2305-FGKXVP,20 Teesdale Pl,201,M1L,Apartment,20,Scarborough Southwest,"20 Teesdale Pl, Toronto, ON, Canada","20, Teesdale Place, Oakridge, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1L 3P1, Canada",43.69601,-79.2874535,
4331835,STR-2305-FPRXVQ,72 Piperbrook Cres,,M1E,Single/Semi-detached House,25,Scarborough-Rouge Park,"72 Piperbrook Cres, Toronto, ON, Canada","72, Piperbrook Crescent, West Hill, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 3V4, Canada",43.76689847777778,-79.18059786,
4331836,STR-2305-FWXXVR,22 Gough Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"22 Gough Ave, Toronto, ON, Canada","22, Gough Avenue, North Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4K 1R1, Canada",43.677706271428576,-79.34613755,
4331837,STR-2305-GFDXVS,77 St Georges Blvd,,M9R,Single/Semi-detached House,1,Etobicoke North,"77 St Georges Blvd, Toronto, ON, Canada","77, St Georges Boulevard, Kingsview Village-The Westway, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9R 1T7, Canada",43.700963380000005,-79.5589865,
4331838,STR-2305-GMKXVT,27 Overbank Cres,,M3A,Single/Semi-detached House,16,Don Valley East,"27 Overbank Cres, Toronto, ON, Canada","27, Overbank Crescent, Fenside-Parkwoods, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3A 2M3, Canada",43.75528212781584,-79.32452995,
4331839,STR-2305-FQHKVQ,141 Connaught Ave,,M2M,Single/Semi-detached House,18,Willowdale,"141 Connaught Ave, Toronto, ON, Canada","141, Connaught Avenue, Newtonbrook West, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2R 2R1, Canada",43.7876367,-79.4252229,
4331840,STR-2305-GPBKVT,8 Charlotte St,608,M5V,Condominium,10,Spadina-Fort York,"8 Charlotte St, Toronto, ON, Canada","8, Charlotte Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 0M6, Canada",43.6460896,-79.3938916,
4331841,STR-2305-GWHKVV,44 Donofree Rd,Basement,M6L,Single/Semi-detached House,5,York South-Weston,"44 Donofree Rd, Toronto, ON, Canada","44, Donofree Road, Maple Leaf, York South—Weston, North York, Toronto, Golden Horseshoe, Ontario, M6L 1L3, Canada",43.71357518,-79.48105743,
4331842,STR-2305-HDPKVW,42 Pearson Ave,,M6R,Single/Semi-detached House,4,Parkdale-High Park,"42 Pearson Ave, Toronto, ON, Canada","42, Pearson Avenue, Little Tibet, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6R 2E2, Canada",43.643389,-79.44093786,
4331843,STR-2305-HVRXVY,35 Herbert Ave,,M4L,Single/Semi-detached House,19,Beaches-East York,"35 Herbert Ave, Toronto, ON, Canada","35, Herbert Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4L 1H5, Canada",43.67051360571429,-79.30514455,
